,model,img_path,target,model_answ,question,is_num
5745,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_26\cat_and_dog_26_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5746,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_26\cat_and_dog_26_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a DOG?,1
5747,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_26\cat_and_dog_26_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5748,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_260\cat_and_dog_260_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
5749,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_260\cat_and_dog_260_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5750,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_260\cat_and_dog_260_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
5751,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_260\cat_and_dog_260_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
5752,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_260\cat_and_dog_260_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
5753,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_260\cat_and_dog_260_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5754,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_260\cat_and_dog_260_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5755,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_260\cat_and_dog_260_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
5756,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_260\cat_and_dog_260_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5757,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_260\cat_and_dog_260_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5758,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_260\cat_and_dog_260_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5759,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_260\cat_and_dog_260_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5760,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_261\cat_and_dog_261_bone.jpg,CAT AND DOG,98,How much do you think that the image is related to a DOG?,1
5761,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_261\cat_and_dog_261_bone.jpg,CAT AND DOG,99,How much do you think that the image is related to a DOG?,1
5762,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_261\cat_and_dog_261_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5763,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_261\cat_and_dog_261_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5764,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_261\cat_and_dog_261_bone.jpg,CAT AND DOG,100,How much do you think that the image is related to a DOG?,1
5765,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_261\cat_and_dog_261_bone.jpg,CAT AND DOG,100,How much do you think that the image is related to a DOG?,1
5766,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_261\cat_and_dog_261_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5767,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_261\cat_and_dog_261_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5768,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_261\cat_and_dog_261_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5769,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_261\cat_and_dog_261_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5770,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_261\cat_and_dog_261_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5771,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_261\cat_and_dog_261_bone.jpg,CAT AND DOG,99,How much do you think that the image is related to a DOG?,1
5772,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_262\cat_and_dog_262_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5773,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_262\cat_and_dog_262_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5774,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_262\cat_and_dog_262_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
5775,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_262\cat_and_dog_262_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5776,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_262\cat_and_dog_262_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5777,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_262\cat_and_dog_262_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5778,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_262\cat_and_dog_262_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
5779,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_262\cat_and_dog_262_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5781,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_262\cat_and_dog_262_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5782,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_262\cat_and_dog_262_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5783,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_262\cat_and_dog_262_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
5784,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_263\cat_and_dog_263_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5785,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_263\cat_and_dog_263_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5786,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_263\cat_and_dog_263_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5787,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_263\cat_and_dog_263_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5788,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_263\cat_and_dog_263_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
5789,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_263\cat_and_dog_263_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5790,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_263\cat_and_dog_263_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5791,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_263\cat_and_dog_263_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5792,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_263\cat_and_dog_263_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5793,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_263\cat_and_dog_263_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5794,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_263\cat_and_dog_263_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
5795,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_263\cat_and_dog_263_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
5796,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_264\cat_and_dog_264_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
5797,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_264\cat_and_dog_264_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5798,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_264\cat_and_dog_264_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5799,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_264\cat_and_dog_264_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5800,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_264\cat_and_dog_264_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
5801,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_264\cat_and_dog_264_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5802,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_264\cat_and_dog_264_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
5803,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_264\cat_and_dog_264_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
5804,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_264\cat_and_dog_264_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5805,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_264\cat_and_dog_264_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5806,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_264\cat_and_dog_264_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a DOG?,1
5807,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_264\cat_and_dog_264_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5808,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_265\cat_and_dog_265_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5809,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_265\cat_and_dog_265_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5810,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_265\cat_and_dog_265_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
5811,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_265\cat_and_dog_265_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5812,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_265\cat_and_dog_265_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5813,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_265\cat_and_dog_265_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5814,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_265\cat_and_dog_265_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5815,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_265\cat_and_dog_265_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5816,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_265\cat_and_dog_265_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5818,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_265\cat_and_dog_265_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5819,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_265\cat_and_dog_265_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5820,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_266\cat_and_dog_266_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5821,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_266\cat_and_dog_266_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5822,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_266\cat_and_dog_266_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5823,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_266\cat_and_dog_266_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5824,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_266\cat_and_dog_266_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5825,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_266\cat_and_dog_266_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5826,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_266\cat_and_dog_266_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
5827,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_266\cat_and_dog_266_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5828,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_266\cat_and_dog_266_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5829,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_266\cat_and_dog_266_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
5830,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_266\cat_and_dog_266_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5831,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_266\cat_and_dog_266_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5832,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_267\cat_and_dog_267_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5833,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_267\cat_and_dog_267_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5834,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_267\cat_and_dog_267_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
5835,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_267\cat_and_dog_267_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
5836,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_267\cat_and_dog_267_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5837,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_267\cat_and_dog_267_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
5838,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_267\cat_and_dog_267_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
5839,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_267\cat_and_dog_267_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
5840,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_267\cat_and_dog_267_bone.jpg,CAT AND DOG,52,How much do you think that the image is related to a DOG?,1
5841,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_267\cat_and_dog_267_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5842,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_267\cat_and_dog_267_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a DOG?,1
5843,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_267\cat_and_dog_267_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5844,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_268\cat_and_dog_268_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5845,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_268\cat_and_dog_268_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5846,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_268\cat_and_dog_268_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
5847,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_268\cat_and_dog_268_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5848,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_268\cat_and_dog_268_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
5849,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_268\cat_and_dog_268_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5850,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_268\cat_and_dog_268_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5851,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_268\cat_and_dog_268_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5852,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_268\cat_and_dog_268_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5853,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_268\cat_and_dog_268_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5854,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_268\cat_and_dog_268_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a DOG?,1
5855,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_268\cat_and_dog_268_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
5856,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_269\cat_and_dog_269_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5857,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_269\cat_and_dog_269_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5858,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_269\cat_and_dog_269_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
5859,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_269\cat_and_dog_269_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5860,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_269\cat_and_dog_269_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5861,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_269\cat_and_dog_269_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5862,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_269\cat_and_dog_269_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5863,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_269\cat_and_dog_269_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5864,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_269\cat_and_dog_269_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
5865,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_269\cat_and_dog_269_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5866,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_269\cat_and_dog_269_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
5867,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_269\cat_and_dog_269_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
5868,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_27\cat_and_dog_27_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5869,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_27\cat_and_dog_27_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
5870,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_27\cat_and_dog_27_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5871,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_27\cat_and_dog_27_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5872,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_27\cat_and_dog_27_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
5873,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_27\cat_and_dog_27_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5874,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_27\cat_and_dog_27_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5875,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_27\cat_and_dog_27_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5876,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_27\cat_and_dog_27_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
5877,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_27\cat_and_dog_27_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
5878,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_27\cat_and_dog_27_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a DOG?,1
