,model,img_path,target,model_answ,question,is_num,attr_num
4182,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_18.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,18
4183,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_18.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,18
4186,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_18.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,18
4187,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_18.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,18
4188,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
4189,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
4190,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_19.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,19
4191,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
4192,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
4193,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
4194,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
4195,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
4198,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
4199,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
4200,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_2.jpg,CAT,2,How much do you think that the image is related to a DOG?,1,2
4201,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_2.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,2
4202,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_2.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,2
4203,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_2.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,2
4204,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_2.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,2
4205,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_2.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,2
4206,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_2.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,2
4207,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_2.jpg,CAT,5,How much do you think that the image is related to a DOG?,1,2
4210,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_2.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,2
4211,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_2.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,2
4212,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
4213,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
4214,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_20.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,20
4215,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
4216,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
4217,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
4218,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
4219,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_20.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,20
4222,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
4223,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
4224,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_21.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,21
4225,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
4226,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_21.jpg,CAT,20,How much do you think that the image is related to a DOG?,1,21
4227,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_21.jpg,CAT,5,How much do you think that the image is related to a DOG?,1,21
4228,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
4229,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
4230,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
4231,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_21.jpg,CAT,5,How much do you think that the image is related to a DOG?,1,21
4234,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
4235,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_21.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,21
4236,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_22.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,22
4237,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
4238,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_22.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,22
4239,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
4240,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
4241,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
4242,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
4243,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_22.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,22
4246,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
4247,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
4248,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_23.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,23
4249,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_23.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,23
4250,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_23.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,23
4251,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_23.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,23
4252,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_23.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,23
4253,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_23.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,23
4254,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_23.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,23
4255,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_23.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,23
4258,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_23.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,23
4259,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_23.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,23
4260,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_24.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,24
4261,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_24.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,24
4262,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_24.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,24
4263,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_24.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,24
4264,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_24.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,24
4265,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_24.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,24
4266,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_24.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,24
4267,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_24.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,24
4270,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_24.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,24
4271,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_24.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,24
4272,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_25.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,25
4273,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_25.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,25
4274,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_25.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,25
4275,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_25.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,25
4276,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_25.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,25
4277,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_25.jpg,CAT,5,How much do you think that the image is related to a DOG?,1,25
4278,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_25.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,25
4279,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_25.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,25
4282,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_25.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,25
4283,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_25.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,25
4284,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_26.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,26
4285,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_26.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,26
4286,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_26.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,26
4287,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_26.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,26
4288,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_26.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,26
4289,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_26.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,26
4290,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_26.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,26
4291,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_26.jpg,CAT,2,How much do you think that the image is related to a DOG?,1,26
4294,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_26.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,26
4295,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_26.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,26
4296,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_27.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,27
4297,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_27.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,27
4298,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_27.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,27
4299,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_27.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,27
4300,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_27.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,27
4301,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_27.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,27
4302,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_27.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,27
4303,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_27.jpg,CAT,2,How much do you think that the image is related to a DOG?,1,27
4306,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_27.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,27
4307,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_27.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,27
4308,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_28.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,28
4309,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_28.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,28
4310,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_28.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,28
4311,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_28.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,28
4312,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_28.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,28
4313,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_28.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,28
4314,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_28.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,28
4315,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_28.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,28
4318,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_28.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,28
4319,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_28.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,28
4320,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_29.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,29
4321,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_29.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,29
4322,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_29.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,29
4323,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_29.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,29
4324,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_29.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,29
4325,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_29.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,29
4326,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_29.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,29
4327,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_29.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,29
4330,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_29.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,29
4331,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_29.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,29
4332,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_3.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,3
4333,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_3.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,3
4334,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_3.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,3
4335,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_3.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,3
4336,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_3.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,3
4337,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_3.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,3
4338,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_3.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,3
4339,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_3.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,3
4341,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_3.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,3
4342,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_3.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,3
4343,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_3.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,3
4344,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_30.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,30
4345,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_30.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,30
4346,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_30.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,30
4347,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_30.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,30
4348,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_30.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,30
4349,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_30.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,30
4350,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_30.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,30
4351,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_30.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,30
4354,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_30.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,30
4355,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_30.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,30
4356,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_31.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,31
4357,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_31.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,31
4358,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_31.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,31
4359,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_31.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,31
4360,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_31.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,31
4361,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_31.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,31
4362,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_31.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,31
4363,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_31.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,31
4366,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_31.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,31
4367,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_31.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,31
4368,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_32.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,32
4369,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_32.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,32
4370,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_32.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,32
4371,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_32.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,32
4372,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_32.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,32
4373,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_32.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,32
4374,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_32.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,32
4375,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_32.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,32
4377,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_32.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,32
4378,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_32.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,32
4379,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_32.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,32
4380,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_33.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,33
4381,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_33.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,33
